"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Just like @Snapchat WhatsApp also should be able to notify us who has taken a screenshot of the chat/status<U+2026> https://t.co/lSu0SeHWwQ",FALSE,0,NA,2019-01-17 18:38:59,TRUE,NA,"1085969750121959424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ROYALE_72",0,FALSE,FALSE,NA,NA
"2","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 18:37:42,FALSE,NA,"1085969425902166021",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","crushmycurls",65,TRUE,FALSE,NA,NA
"3","Past hour ago about (10:54PM) received a reply from my bestie @vshnu_motepalli on @WhatsApp <U+0001F60A><U+0001F60A><U+0001F607><U+0001F607>",FALSE,1,NA,2019-01-17 18:36:42,FALSE,NA,"1085969176290717696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ramgopal2812",0,FALSE,FALSE,NA,NA
"4","@WhatsApp 
Hi.. Can u please help me... My number is banned by WhatsApp.. Butt i really need this number its my oldest number... Please",FALSE,0,"WhatsApp",2019-01-17 18:31:53,FALSE,NA,"1085967964057337856","40148479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AkramJawed947",0,FALSE,FALSE,NA,NA
"5","@WhatsApp I'm trying to recover my whatapp account but it's on a number I don't have anymore, I forgot to change th<U+2026> https://t.co/LokY2i1du1",FALSE,0,"WhatsApp",2019-01-17 18:25:25,TRUE,NA,"1085966338160513024","40148479","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eduarsaez",0,FALSE,FALSE,NA,NA
"6","Ever wanted to add someone's contact just send a @whatsapp message?
Not anymore 
Checkout https://t.co/L4OuRCpXo4
W<U+2026> https://t.co/TBqC4PKf5Y",FALSE,0,NA,2019-01-17 18:25:25,TRUE,NA,"1085966336256225281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhonson1234z",0,FALSE,FALSE,NA,NA
"7","Want to @whatsapp to your on number 
Try https://t.co/L4OuRCpXo4 
#chatYorself
#WhatsApp
#whatschat",FALSE,0,NA,2019-01-17 18:24:13,FALSE,NA,"1085966033217699840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhonson1234z",0,FALSE,FALSE,NA,NA
"8","@WhatsApp I got a new number from T-Mobile, tried to use it to create a new WhatsApp account, but the number is ban<U+2026> https://t.co/tDyeumq9SN",FALSE,0,"WhatsApp",2019-01-17 18:22:55,TRUE,NA,"1085965706229960704","40148479","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RakanAlsharif5",0,FALSE,FALSE,NA,NA
"9","Ever wanted to add someone's contact just send a @whatsapp message?
Not anymore 
Checkout https://t.co/L4OuRCpXo4
W<U+2026> https://t.co/bRXZFb5dvL",FALSE,0,NA,2019-01-17 18:21:24,TRUE,NA,"1085965326297120768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhonson1234z",0,FALSE,FALSE,NA,NA
"10","Hae no. @WhatsApp we need an option that asks us if we would like to accept text message from numbers that are not<U+2026> https://t.co/Q7pqJ7T1Fm",FALSE,2,NA,2019-01-17 18:10:29,TRUE,NA,"1085962576788443138",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bontleblogs",0,FALSE,FALSE,NA,NA
"11","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 18:10:02,FALSE,NA,"1085962464351711233",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MHC_1988",65,TRUE,FALSE,NA,NA
"12","@WhatsApp what this error",FALSE,0,"WhatsApp",2019-01-17 18:05:56,FALSE,NA,"1085961431395254272","40148479","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","michaelsamirnag",0,FALSE,FALSE,NA,NA
"13","RT @DavidColtart: It appears as if the Mnangagwa regime has shut down @Twitter @WhatsApp @facebook in #Zimbabwe this morning to stem the fl<U+2026>",FALSE,0,NA,2019-01-17 18:05:53,FALSE,NA,"1085961420209115138",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EddieMoyoM3",184,TRUE,FALSE,NA,NA
"14","RT @caesarcognac: Last retweet is why the discussion on feminism in the @WhatsApp group i'm on got heated. Some things are plain to see but<U+2026>",FALSE,0,NA,2019-01-17 18:03:50,FALSE,NA,"1085960905341526016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kryticismusic",1,TRUE,FALSE,NA,NA
"15","Last year @WhatsApp 's vice president confirmed that they would be rolling out ads within #Whatsapp's 'status' sect<U+2026> https://t.co/X4hB4fce6G",FALSE,0,NA,2019-01-17 18:01:44,TRUE,NA,"1085960375437352965",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","whitewallmedia",0,FALSE,FALSE,NA,NA
"16","RT @DavidColtart: It appears as if the Mnangagwa regime has shut down @Twitter @WhatsApp @facebook in #Zimbabwe this morning to stem the fl<U+2026>",FALSE,0,NA,2019-01-17 18:00:07,FALSE,NA,"1085959968564699136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nomsdzabulase",184,TRUE,FALSE,NA,NA
"17","@Bola_Sol @WhatsApp Yeach, like leaving a group incognito and preference if whether you want people to see when you<U+2019>re ONLINE<U+0001F643>",FALSE,1,"Bola_Sol",2019-01-17 17:58:49,FALSE,"1085951487572881408","1085959640314204167","354559604","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","KESHIISGOLD",0,FALSE,FALSE,NA,NA
"18","Whenever I open this, I wonder ""but, how do I add favourites!??"" Didn't expect this from WhatsApp's product design<U+2026> https://t.co/PnwbadE8Gx",FALSE,0,NA,2019-01-17 17:54:49,TRUE,NA,"1085958633714827268",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pnvsoumya",0,FALSE,FALSE,NA,NA
"19","@semil @garrytan I think the last point is super important: all the discussion surrounding VC vs. bootstrapping is<U+2026> https://t.co/AciSH0xRGL",FALSE,1,"semil",2019-01-17 17:54:48,TRUE,"1085957075492978688","1085958631353401346","15227849","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","erasmuselsner",0,FALSE,FALSE,NA,NA
"20","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 17:51:37,FALSE,NA,"1085957832275562496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kaacee352",65,TRUE,FALSE,NA,NA
"21","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 17:46:41,FALSE,NA,"1085956587242557445",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DwntwnDave",65,TRUE,FALSE,NA,NA
"22","I can't share #videos on #WhatsApp, it gets stuck at preparing.
I am using #iOS latest version
@WhatsApp https://t.co/cNabwpYmjY",FALSE,0,NA,2019-01-17 17:41:29,FALSE,NA,"1085955279634743298",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mubarak_H_Ketbi",0,FALSE,FALSE,NA,NA
"23","@WhatsApp calls not working, help",FALSE,0,"WhatsApp",2019-01-17 17:39:50,FALSE,NA,"1085954863748599809","40148479","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","seby1607",0,FALSE,FALSE,NA,NA
"24","RT @SaeedKa18312356: @WhatsApp can u help me what i do... https://t.co/DoG34qEwYF",FALSE,0,NA,2019-01-17 17:36:45,FALSE,NA,"1085954089006104576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaeedKa18312356",1,TRUE,FALSE,NA,NA
"25","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 17:35:24,FALSE,NA,"1085953751028879360",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ndylan1",65,TRUE,FALSE,NA,NA
"26","@xite_tech @WhatsApp @Android U can Create New &amp; Modern Computers,Laptops &amp; Mobiles &amp; Tablets.",FALSE,0,"xite_tech",2019-01-17 17:34:15,FALSE,"1074643833734934528","1085953457675296769","869900950919458817","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guddu_kujur",0,FALSE,FALSE,NA,NA
"27","@Bola_Sol @WhatsApp I hope so",FALSE,0,"Bola_Sol",2019-01-17 17:30:53,FALSE,"1085951487572881408","1085952611155668992","354559604","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JD_lwig",0,FALSE,FALSE,NA,NA
"28","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 17:30:39,FALSE,NA,"1085952554767392768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Art_Chicken",65,TRUE,FALSE,NA,NA
"29","RT @KinggTyra: WhatsApp is due for a night mode @WhatsApp",FALSE,0,NA,2019-01-17 17:29:35,FALSE,NA,"1085952286193532928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","somkyd",1,TRUE,FALSE,NA,NA
"30","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 17:28:04,FALSE,NA,"1085951905241620481",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MommaB17041818",65,TRUE,FALSE,NA,NA
"31","I wonder if Mark Zuckerberg is working on any advancements of @WhatsApp <U+0001F4AD>",FALSE,5,NA,2019-01-17 17:26:25,FALSE,NA,"1085951487572881408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bola_Sol",0,FALSE,FALSE,NA,NA
"32","@WhatsApp hi, can i enter my wa account with my inactive number? Pretty please",FALSE,0,"WhatsApp",2019-01-17 17:25:43,FALSE,NA,"1085951310510215169","40148479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yoonaswaffle",0,FALSE,FALSE,NA,NA
"33","@WhatsApp I have an urgent situation that needs to be solved. I tried emailing, but I always get the same machine r<U+2026> https://t.co/B0l1R1TJRU",FALSE,0,"WhatsApp",2019-01-17 17:21:48,TRUE,NA,"1085950328678371328","40148479","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RakanAlsharif5",0,FALSE,FALSE,NA,NA
"34","Congratulations @LinkedIn @jeffweiner for the new avatar similar to @WhatsApp &amp; @Twitter. But what happened to know<U+2026> https://t.co/zJMM6Hj6jf",FALSE,0,NA,2019-01-17 17:21:37,TRUE,NA,"1085950280187940864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","srivinaykr",0,FALSE,FALSE,NA,NA
"35","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 17:21:35,FALSE,NA,"1085950272420032512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dominique6138",65,TRUE,FALSE,NA,NA
"36","WhatsApp is due for a night mode @WhatsApp",FALSE,1,NA,2019-01-17 17:19:30,FALSE,NA,"1085949747687579648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KinggTyra",1,FALSE,FALSE,NA,NA
"37","RT @CPJAfrica: ""These criminals after us are people who are [...] associated with powers that be in #Ghana and can do anything and get away<U+2026>",FALSE,0,NA,2019-01-17 17:15:53,FALSE,NA,"1085948836936335363",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amoako_NanaYaw",1,TRUE,FALSE,NA,NA
"38","""These criminals after us are people who are [...] associated with powers that be in #Ghana and can do anything and<U+2026> https://t.co/0uy8h2VIPV",FALSE,2,"CPJAfrica",2019-01-17 17:13:52,TRUE,"1085947566804488192","1085948330448809985","128308837","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CPJAfrica",1,FALSE,FALSE,NA,NA
"39","Dear @WhatsApp @Android , how is the idea of having respective country's flag showing up 1st / on the top, for resp<U+2026> https://t.co/omVq36xzNM",FALSE,0,NA,2019-01-17 17:11:14,TRUE,NA,"1085947666058629122",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DreamIndia_2019",0,FALSE,FALSE,NA,NA
"40","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 17:06:29,FALSE,NA,"1085946473290846210",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LynneIhrig",65,TRUE,FALSE,NA,NA
"41","@telegram love the 2x vocal speed, great feature. 

@WhatsApp I'm looking at you <U+0001F31A>",FALSE,0,"telegram",2019-01-17 17:06:23,FALSE,NA,"1085946445386137600","1689053928","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SimoneMarinoSMK",0,FALSE,FALSE,NA,NA
"42","You'll want to download these apps before your next adventures. Here are our favorite apps for living &amp; traveling i<U+2026> https://t.co/LXwpiaL9E4",FALSE,0,NA,2019-01-17 17:02:15,TRUE,NA,"1085945406243160066",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","KleinGlobal",0,FALSE,FALSE,NA,NA
"43","@WhatsApp im gon need yall to not let ppl know when i deleted a message i sent....that just defeats the purpose wen<U+2026> https://t.co/nxOQrc9ahs",FALSE,0,"WhatsApp",2019-01-17 16:59:41,TRUE,NA,"1085944762560073728","40148479","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k677y",0,FALSE,FALSE,NA,NA
"44","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 16:56:07,FALSE,NA,"1085943864337358850",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ParadigmShiftII",65,TRUE,FALSE,NA,NA
"45","@WhatsApp i wish there was a way to reply to multiple messages in one go....same response to all messages. It shoul<U+2026> https://t.co/aL7mYSHl1j",FALSE,0,"WhatsApp",2019-01-17 16:55:02,TRUE,NA,"1085943590763880450","40148479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sri_mss",0,FALSE,FALSE,NA,NA
"46","@WhatsApp my number got banned with no reason, i didnt violate any rule of whatsapp, why my number got banned?",FALSE,0,"WhatsApp",2019-01-17 16:54:47,FALSE,NA,"1085943527719227395","40148479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HaiderAlSaden",0,FALSE,FALSE,NA,NA
"47","@rommy_IDGAF @WhatsApp While on one video call, you'll see a + icon at the top right of your screen",FALSE,0,"rommy_IDGAF",2019-01-17 16:52:10,FALSE,"1085941894264307712","1085942871121776640","198920626","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mark_D_King",0,FALSE,FALSE,NA,NA
"48","RT @shishirjain2009: @WhatsApp noticed an issue with file categorization.
Images shared in current month is categorized as ""Last Month"" und<U+2026>",FALSE,0,NA,2019-01-17 16:50:55,FALSE,NA,"1085942556637024256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","singhrahul21",2,TRUE,FALSE,NA,NA
"49","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 16:50:53,FALSE,NA,"1085942545924816896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hairgoddess1221",65,TRUE,FALSE,NA,NA
"50","RT @htTweets: .@WhatsApp becomes the most popular Facebook-owned application: App Annie report
https://t.co/sxoxe73WRM https://t.co/iBBWEA6<U+2026>",FALSE,0,NA,2019-01-17 16:50:45,FALSE,NA,"1085942514564120577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChhabraGeeta",6,TRUE,FALSE,NA,NA
"51","@WhatsApp hello i need help in my whatsapp account please, can any one help ?",FALSE,0,"WhatsApp",2019-01-17 16:50:17,FALSE,NA,"1085942393701048320","40148479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HaiderAlSaden",0,FALSE,FALSE,NA,NA
"52","@WhatsApp should also add the type of phone people use in chats , we are tired of people who borrow iPhones for Twitter<U+0001F60F>",FALSE,0,"WhatsApp",2019-01-17 16:49:22,FALSE,NA,"1085942163026952193","40148479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Queenlaakeli",0,FALSE,FALSE,NA,NA
"53","@Mark_D_King @WhatsApp For real?
How?",FALSE,0,"Mark_D_King",2019-01-17 16:48:18,FALSE,"1085941533801672704","1085941894264307712","195126797","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rommy_IDGAF",0,FALSE,FALSE,NA,NA
"54","@rommy_IDGAF @WhatsApp You know you can make a video call with up to 4 people at once",FALSE,0,"rommy_IDGAF",2019-01-17 16:46:52,FALSE,"1085923428064989184","1085941533801672704","198920626","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mark_D_King",0,FALSE,FALSE,NA,NA
"55","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 16:46:44,FALSE,NA,"1085941502566633474",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spury2000",65,TRUE,FALSE,NA,NA
"56","RT @DRRDynamics: A fascinating article (https://t.co/aY0S6iCF3T) exploring the use of @WhatsApp after #disasters.

I found the section deta<U+2026>",FALSE,0,NA,2019-01-17 16:45:59,FALSE,NA,"1085941312807989249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mardoux",6,TRUE,FALSE,NA,NA
"57","@WhatsApp I want a feature which tells me the name of those people who see half of my story and then leave the rest<U+2026> https://t.co/EfvngllmEH",FALSE,0,"WhatsApp",2019-01-17 16:31:03,TRUE,NA,"1085937553642016770","40148479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NalinDhaulakhan",0,FALSE,FALSE,NA,NA
"58","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 16:29:29,FALSE,NA,"1085937161785012224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JasminLucci",65,TRUE,FALSE,NA,NA
"59","RT @Katiehyve: Have you seen the latest @Hyve blog post about @WhatsApp's new feature? https://t.co/FlaMFXnwTB #whatsapp #blog #blogpost #p<U+2026>",FALSE,0,NA,2019-01-17 16:29:00,FALSE,NA,"1085937039948898304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Hyve",1,TRUE,FALSE,NA,NA
"60","Have you seen the latest @Hyve blog post about @WhatsApp's new feature? https://t.co/FlaMFXnwTB #whatsapp #blog<U+2026> https://t.co/wqkXa0Q69K",FALSE,2,NA,2019-01-17 16:27:42,TRUE,NA,"1085936710691840001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Katiehyve",1,FALSE,FALSE,NA,NA
"61","@SultanRamah @WhatsApp @facebook @thenextweb Probably....",FALSE,0,"SultanRamah",2019-01-17 16:25:36,FALSE,"1085910992121344000","1085936182519828480","184052074","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmakoAsega",0,FALSE,FALSE,NA,NA
"62","Telegram ain't soo bad, you can allow some people to call you and block the rest. I hope @WhatsApp learns something.",FALSE,0,NA,2019-01-17 16:24:28,FALSE,NA,"1085935899056185344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keith_tj",0,FALSE,FALSE,NA,NA
"63","RT @htTweets: .@WhatsApp becomes the most popular Facebook-owned application: App Annie report
https://t.co/sxoxe73WRM https://t.co/iBBWEA6<U+2026>",FALSE,0,NA,2019-01-17 16:19:52,FALSE,NA,"1085934741520445440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","189422c03492439",6,TRUE,FALSE,NA,NA
"64","RT @htTweets: .@WhatsApp becomes the most popular Facebook-owned application: App Annie report
https://t.co/sxoxe73WRM https://t.co/iBBWEA6<U+2026>",FALSE,0,NA,2019-01-17 16:17:43,FALSE,NA,"1085934199729803267",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anilkumararya72",6,TRUE,FALSE,NA,NA
"65","RT @htTweets: .@WhatsApp becomes the most popular Facebook-owned application: App Annie report
https://t.co/sxoxe73WRM https://t.co/iBBWEA6<U+2026>",FALSE,0,NA,2019-01-17 16:17:05,FALSE,NA,"1085934041864564736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pmq65",6,TRUE,FALSE,NA,NA
"66","RT @htTweets: .@WhatsApp becomes the most popular Facebook-owned application: App Annie report
https://t.co/sxoxe73WRM https://t.co/iBBWEA6<U+2026>",FALSE,0,NA,2019-01-17 16:15:39,FALSE,NA,"1085933679782883329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oneiros_p",6,TRUE,FALSE,NA,NA
"67","when is @WhatsApp going to update itself so we can change the colour of the chats <U+0001F644> #getwiththetimes",FALSE,0,NA,2019-01-17 16:15:30,FALSE,NA,"1085933642063454208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dannipxoxo",0,FALSE,FALSE,NA,NA
"68",".@WhatsApp becomes the most popular Facebook-owned application: App Annie report
https://t.co/sxoxe73WRM https://t.co/iBBWEA6uJD",FALSE,22,NA,2019-01-17 16:15:00,FALSE,NA,"1085933515122733057",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","htTweets",6,FALSE,FALSE,NA,NA
"69","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 16:11:55,FALSE,NA,"1085932738518110208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kate_littleton",65,TRUE,FALSE,NA,NA
"70","@taiqane1 @WhatsApp Thasii lol",FALSE,0,"taiqane1",2019-01-17 16:10:11,FALSE,"1085921576774709251","1085932301928853504","1017407167895224321","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matzeprvt",0,FALSE,FALSE,NA,NA
"71","RT @shishirjain2009: @WhatsApp noticed an issue with file categorization.
Images shared in current month is categorized as ""Last Month"" und<U+2026>",FALSE,0,NA,2019-01-17 16:09:33,FALSE,NA,"1085932146282455040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shishirjain2009",2,TRUE,FALSE,NA,NA
"72","RT @Saurabh_Chandil: @WhatsApp @facebook @fbnewsroom Its a bug in the file management system of the application. https://t.co/X9qBX7AO8P",FALSE,0,NA,2019-01-17 16:07:45,FALSE,NA,"1085931689509974016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YashaBandil",1,TRUE,FALSE,NA,NA
"73","@WhatsApp please,I need help!this error is constant.. https://t.co/4SqlzgaSYk",FALSE,0,"WhatsApp",2019-01-17 16:03:29,FALSE,NA,"1085930616720375811","40148479","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ParisfansArg",0,FALSE,FALSE,NA,NA
"74","RT @MobileMktrDaily: While @WhatsApp surpassed Facebook due to high usage in emerging markets, it was absent from t<U+2026> https://t.co/m4AjdOG1KX",FALSE,0,NA,2019-01-17 16:00:46,TRUE,NA,"1085929934588133384",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NPapendorf",0,FALSE,FALSE,NA,NA
"75","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 15:58:55,FALSE,NA,"1085929468169019392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","BSkoobie",65,TRUE,FALSE,NA,NA
"76","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 15:57:58,FALSE,NA,"1085929231249362944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsr49284748",65,TRUE,FALSE,NA,NA
"77","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 15:55:12,FALSE,NA,"1085928533791305729",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DARASTOP12345",65,TRUE,FALSE,NA,NA
"78","RT @kelly2277: <U+0001F4A5>After viewing @navalny video of Nastya Rybka<U+2019>s yacht trip w Deripaska and Prikhodko, and seeing Nastya<U+2019>s request for help,<U+2026>",FALSE,0,NA,2019-01-17 15:52:50,FALSE,NA,"1085927937021378560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kasthomas",65,TRUE,FALSE,NA,NA
