"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"716","@gramyunfiltered Yes. I closed my @instagram because they kept arbitrarily blocking my ability to like pictures wit<U+2026> https://t.co/WgpqsB9IWc",FALSE,1,"gramyunfiltered",2019-01-17 15:10:29,TRUE,"1085909232514359296","1085917280284766208","1035908844356943873","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1reddragon696",0,FALSE,FALSE,NA,NA
"717","We analyzed over 2.1m @Instagram sponsored posts worldwide to bring you the State of Influencer Marketing Report 20<U+2026> https://t.co/Bm7xk4UIn4",FALSE,3,NA,2019-01-17 15:10:04,TRUE,NA,"1085917176584904704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","klear_com",4,FALSE,FALSE,NA,NA
"718","@instagram Can you stop deleting fan accounts",FALSE,2,"instagram",2019-01-17 15:09:16,FALSE,"1085706303689740290","1085916973081526273","180505807","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lokiaros",0,FALSE,FALSE,NA,NA
"719","@johnwalterseip @instagram It's back for me. Hope it's back for you...",FALSE,0,"johnwalterseip",2019-01-17 15:09:13,FALSE,"1085915008817598466","1085916960393555968","40956373","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","preetha_1987",0,FALSE,FALSE,NA,NA
"720","@instagram please introduce an option where you can delete pictures/videos from a collection thanks xxxx",FALSE,0,"instagram",2019-01-17 15:08:35,FALSE,NA,"1085916801958064128","180505807","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theswiftdiaries",0,FALSE,FALSE,NA,NA
"721","@instagram YALL MADE SOME DUMBASS UPDATE AGAIN LIKE DO YOU REALLY THINK WE WERE HAVIN A HARD TIME MOVING ONE OF OUR<U+2026> https://t.co/7IwWFCAMmI",FALSE,0,"instagram",2019-01-17 15:07:46,TRUE,NA,"1085916595573178368","180505807","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neptude_",0,FALSE,FALSE,NA,NA
"722","RT @edenama99: SRSLY. Someone has hacked my insta and is holding it for ransom.. @instagram HELP! https://t.co/PsrSvWqkhi",FALSE,0,NA,2019-01-17 15:07:41,FALSE,NA,"1085916573435490304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ab_shep",13,TRUE,FALSE,NA,NA
"723","RT @VisionGamesCO: Follow us on @instagram !!
.
.
.
#VisionGamesllc #IdealSubject #IndieGameDev #IndieDev #ThursdayThoughts #Instagram http<U+2026>",FALSE,0,NA,2019-01-17 15:06:56,FALSE,NA,"1085916385073553408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mell_blackman",1,TRUE,FALSE,NA,NA
"724","RT @edenama99: SRSLY. Someone has hacked my insta and is holding it for ransom.. @instagram HELP! https://t.co/PsrSvWqkhi",FALSE,0,NA,2019-01-17 15:06:54,FALSE,NA,"1085916378274639873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KatieAppleby23",13,TRUE,FALSE,NA,NA
"725","RT @UMich: We're always so excited when celebrities visit campus.

It was a pleasure to see @Instagram's own #WorldRecordEgg scrambling aro<U+2026>",FALSE,0,NA,2019-01-17 15:06:43,FALSE,NA,"1085916331722063872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LostPatrol14",49,TRUE,FALSE,NA,NA
"726","@instagram #respectTheClassics
Give @yolikegeorge his check mark. A true legend. He deserves his just due due, plea<U+2026> https://t.co/8PMTLno2jP",FALSE,0,"instagram",2019-01-17 15:06:27,TRUE,NA,"1085916266676740096","180505807","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PfunkRose",0,FALSE,FALSE,NA,NA
"727","RT @_MaxdOut_: @instagram Please read this since your support email isn't functional any longer and there's no other way of contacting for<U+2026>",FALSE,0,NA,2019-01-17 15:05:28,FALSE,NA,"1085916015928721408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sadstqrm",2,TRUE,FALSE,NA,NA
"728","@instagram why is the POLL option not available for some users still?",FALSE,0,"instagram",2019-01-17 15:05:18,FALSE,NA,"1085915975432716288","180505807","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HannahBUn_x",0,FALSE,FALSE,NA,NA
"729","50% of my views 
On @instagram 
Do not even follow me?
Does that mean I<U+2019>m going 
To go viral or whattttttt https://t.co/tKG8O9aida",FALSE,0,NA,2019-01-17 15:05:05,FALSE,NA,"1085915921305108480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solizzyboelo",0,FALSE,FALSE,NA,NA
"730","#justiceforfanaccounts @instagram stop deleting my friends u mong",FALSE,2,NA,2019-01-17 15:04:23,FALSE,NA,"1085915745358438401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catlolxd",0,FALSE,FALSE,NA,NA
"731","@instagram yall new algorithm is wack af. Why am I just seeing posts from two days ago? Bring back chronological order! Neeow",FALSE,1,"instagram",2019-01-17 15:03:04,FALSE,NA,"1085915414620749824","180505807","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BadAsFuck4",0,FALSE,FALSE,NA,NA
"732","It's #competition time! Fancy winning a <U+00A3>20 @ASKItalian voucher? Well all you have to do is head to our @instagram<U+2026> https://t.co/17AjbP4dxd",FALSE,0,NA,2019-01-17 15:03:03,TRUE,NA,"1085915410661289985",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","VCStudentsUK",0,FALSE,FALSE,NA,NA
"733","RT @my_Blueprint: Follow us on @instagram  for #myBlueprint news, teacher and student contests, team features, and more! https://t.co/mpPfn<U+2026>",FALSE,0,NA,2019-01-17 15:02:12,FALSE,NA,"1085915197158522880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","colinasuncion",1,TRUE,FALSE,NA,NA
"734","How is it that music legend,<U+0001F451><U+0001F451> #GeorgeClinton <U+0001F451><U+0001F451> @yolikegeorge who'll be receiving a LIFETIME ACHIEVEMENT GRAMMY AW<U+2026> https://t.co/EfQmOfhS4I",FALSE,1,NA,2019-01-17 15:02:12,TRUE,NA,"1085915194725789697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PfunkRose",0,FALSE,FALSE,NA,NA
"735","@instagram Hi my Instagram has not just been hacked but completely taken over by someone else, your automated help<U+2026> https://t.co/fmMwG8Lyl5",FALSE,0,"instagram",2019-01-17 15:01:40,TRUE,NA,"1085915061548249088","180505807","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rizkydozer",0,FALSE,FALSE,NA,NA
"736","@instagram please stop deleting fan accounts. We<U+2019>re not impersonating our idols, we<U+2019>re supporting them. People work<U+2026> https://t.co/dnIPIH6QTU",FALSE,0,"instagram",2019-01-17 15:01:40,TRUE,NA,"1085915060986413057","180505807","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","beebsasfuck",0,FALSE,FALSE,NA,NA
"737","RT @instagram: Steffen<U+2019>s New Year<U+2019>s resolution is to catch a flight. Literally. <U+0001F44B> <U+0001F6E9> #WHPresolutions2019 https://t.co/9BQyNq1ADS https://t.c<U+2026>",FALSE,0,NA,2019-01-17 15:01:32,FALSE,NA,"1085915026450305026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KamleshKhakhar",265,TRUE,FALSE,NA,NA
"738","@preetha_1987 @instagram The app on my iPad works but no where else",FALSE,0,"preetha_1987",2019-01-17 15:01:28,FALSE,"1085913284987936768","1085915008817598466","247594573","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnwalterseip",0,FALSE,FALSE,NA,NA
"739","RT @instagram: Behold! The daring stunts of Ojirou and Kintarou star in today<U+2019>s #WeeklyFluff. <U+0001F426><U+0001F426>  https://t.co/MFEkYjlTZI https://t.co/9MqN<U+2026>",FALSE,0,NA,2019-01-17 15:01:06,FALSE,NA,"1085914918279294976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KamleshKhakhar",386,TRUE,FALSE,NA,NA
"740","RT @instagram: When the temps are freezing, we all can use a little pick-me-up. <U+0001F436> #WHPunexpected https://t.co/maccYIWDQV https://t.co/VguPq<U+2026>",FALSE,0,NA,2019-01-17 15:00:55,FALSE,NA,"1085914871449956353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KamleshKhakhar",211,TRUE,FALSE,NA,NA
"741","Hey @instagram  your app works on my iPad but not my phone and hasn't for 12 hours now. What's the deal tech support? #instagramdown",FALSE,0,NA,2019-01-17 15:00:36,FALSE,NA,"1085914792009875456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnwalterseip",0,FALSE,FALSE,NA,NA
"742","RT @buteraxgab: @instagram please stop deleting fan accounts. We<U+2019>re not impersonating our idols, we<U+2019>re supporting them. People work hard fo<U+2026>",FALSE,0,NA,2019-01-17 15:00:31,FALSE,NA,"1085914770656645120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","beebsasfuck",18,TRUE,FALSE,NA,NA
"743","RT @cjarzyna: I<U+2019>m convinced @instagram doesn<U+2019>t understand the meaning of a fan account. No one is impersonating anyone. Let us support our<U+2026>",FALSE,0,NA,2019-01-17 15:00:16,FALSE,NA,"1085914706563473409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AllisonSMalone",142,TRUE,FALSE,NA,NA
"744","RT @IanGertler: @30seconds @MarcieMom @instagram @urbandictionary Thanks. Hope 2019 is starting off great for everyone in the #30Seconds cr<U+2026>",FALSE,0,NA,2019-01-17 14:59:18,FALSE,NA,"1085914463511957505",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","donnas92",2,TRUE,FALSE,NA,NA
"745","@FredMinnick @instagram It<U+2019>s because Instagram is a land of positivity and intrigue, the message is more likely fun<U+2026> https://t.co/3IbfHed1Lg",FALSE,1,"FredMinnick",2019-01-17 14:58:34,TRUE,"1085636260801232898","1085914282368385025","14207660","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaltReview",0,FALSE,FALSE,NA,NA
"746","RT @MeetMyMzansi: South Africa has been named fifth most Instagrammable country in the world! <U+0001F60D><U+0001F4F7> cc @BigSevenTravel @instagram https://t.co<U+2026>",FALSE,0,NA,2019-01-17 14:58:29,FALSE,NA,"1085914258511032321",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Alexandre_1222",28,TRUE,FALSE,NA,NA
