"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"166","RT @AllianceBE: This is appalling. We know @Lugey6 and the @Leavers_Britain team well + they are unpartisan, optimistic and friendly people<U+2026>",FALSE,0,NA,2019-01-17 18:28:22,FALSE,NA,"1085967077817663489",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","SebastianVerity",16,TRUE,FALSE,NA,NA
"167","RT @Lugey6: It is unacceptable that @facebook refuses to reinstate me as Admin on  our account. I can only assume they intend to curtail my<U+2026>",FALSE,0,NA,2019-01-17 18:28:20,FALSE,NA,"1085967068841807877",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","welshwiz1",37,TRUE,FALSE,NA,NA
"168","RT @BrendanChilton: Nick Clegg takes a job with .@facebook and a few weeks later one of the fastest growing Brexit groups .@Leavers_Britain<U+2026>",FALSE,0,NA,2019-01-17 18:28:01,FALSE,NA,"1085966990550986753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SeeTeeShock",307,TRUE,FALSE,NA,NA
"169","RT @BrendanChilton: Nick Clegg takes a job with .@facebook and a few weeks later one of the fastest growing Brexit groups .@Leavers_Britain<U+2026>",FALSE,0,NA,2019-01-17 18:27:37,FALSE,NA,"1085966887819927552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GaryHesling",307,TRUE,FALSE,NA,NA
"170","RT @BrianSimsPA: THIS IS REAL? So that post, where I got called a faggot last week on Facebook ...publicly on my Page, @facebook has banned<U+2026>",FALSE,0,NA,2019-01-17 18:27:36,FALSE,NA,"1085966886540587014",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nonisarttwit",308,TRUE,FALSE,NA,NA
"171","RT @McFaul: Well done @facebook .
But obviously the Russian government disinformation war against the US and its allies continues. https://<U+2026>",FALSE,0,NA,2019-01-17 18:27:26,FALSE,NA,"1085966843465076736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amyjoemke",77,TRUE,FALSE,NA,NA
"172","Most @facebook users really don't care about their privacy. https://t.co/Qke6H8T67W",FALSE,0,NA,2019-01-17 18:27:24,FALSE,NA,"1085966836129251333",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PrettyHatMech",0,FALSE,FALSE,NA,NA
"173","RT @Lugey6: It is unacceptable that @facebook refuses to reinstate me as Admin on  our account. I can only assume they intend to curtail my<U+2026>",FALSE,0,NA,2019-01-17 18:27:24,FALSE,NA,"1085966833914646528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","TPie18",37,TRUE,FALSE,NA,NA
"174","RT @AllianceBE: This is appalling. We know @Lugey6 and the @Leavers_Britain team well + they are unpartisan, optimistic and friendly people<U+2026>",FALSE,0,NA,2019-01-17 18:27:08,FALSE,NA,"1085966768265408512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jdminiatures",16,TRUE,FALSE,NA,NA
"175","RT @Lugey6: It is unacceptable that @facebook refuses to reinstate me as Admin on  our account. I can only assume they intend to curtail my<U+2026>",FALSE,0,NA,2019-01-17 18:26:53,FALSE,NA,"1085966707372539904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","McilhattonLuke",37,TRUE,FALSE,NA,NA
"176","RT @fromTGA: Glasnost at @facebook?  I have co-authored an Oxford-Stanford report outlining nine ways can make itself a better forum for fr<U+2026>",FALSE,0,NA,2019-01-17 18:26:52,FALSE,NA,"1085966700825079808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bufonous",25,TRUE,FALSE,NA,NA
"177","Congrats @ngleicher !  Excellent work on behalf of not just @facebook users but American national security interest<U+2026> https://t.co/rqL4ZtF63Z",FALSE,64,NA,2019-01-17 18:26:47,TRUE,NA,"1085966681057316864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","McFaul",12,FALSE,FALSE,NA,NA
"178","RT @Lugey6: It is unacceptable that @facebook refuses to reinstate me as Admin on  our account. I can only assume they intend to curtail my<U+2026>",FALSE,0,NA,2019-01-17 18:26:41,FALSE,NA,"1085966654914379776",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","SackMrsMay",37,TRUE,FALSE,NA,NA
"179","RT @AllianceBE: This is appalling. We know @Lugey6 and the @Leavers_Britain team well + they are unpartisan, optimistic and friendly people<U+2026>",FALSE,0,NA,2019-01-17 18:26:40,FALSE,NA,"1085966652875907077",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deanotheman",16,TRUE,FALSE,NA,NA
"180","#OCBoysLife #NewProfilePic @instagram please give us back our account #instagram #facebook @facebook #boymom https://t.co/Ry2WmvJOtR",FALSE,1,NA,2019-01-17 18:26:37,FALSE,NA,"1085966637222612995",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OCBoysLife",1,FALSE,FALSE,NA,NA
"181","@facebook Sir plz help me varifo my account",FALSE,0,"facebook",2019-01-17 18:26:35,FALSE,"1067854165605531649","1085966630180605954","2425151","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ShaniAw23880427",0,FALSE,FALSE,NA,NA
"182","How to train your facial recognition algorithm? #tenyearchallenge #ai #privacy @facebook https://t.co/kKj8G2YHnd",FALSE,0,NA,2019-01-17 18:26:09,FALSE,NA,"1085966519870341120",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","1WorldIdentity",0,FALSE,FALSE,NA,NA
"183","RT @AllianceBE: This is appalling. We know @Lugey6 and the @Leavers_Britain team well + they are unpartisan, optimistic and friendly people<U+2026>",FALSE,0,NA,2019-01-17 18:26:08,FALSE,NA,"1085966514677784576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lugey6",16,TRUE,FALSE,NA,NA
"184","@hjhirani @Leavers_Britain @facebook @fbnewsroom If you think censorship by web companies is a good thing then quit<U+2026> https://t.co/JjEa9VE4tF",FALSE,4,"hjhirani",2019-01-17 18:26:02,TRUE,"1085964617933824001","1085966492502507520","2378561758","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lionbush",0,FALSE,FALSE,NA,NA
"185","RT @Lugey6: It is unacceptable that @facebook refuses to reinstate me as Admin on  our account. I can only assume they intend to curtail my<U+2026>",FALSE,0,NA,2019-01-17 18:26:01,FALSE,NA,"1085966487620382722",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bobthepogle",37,TRUE,FALSE,NA,NA
"186","RT @BrendanChilton: Nick Clegg takes a job with .@facebook and a few weeks later one of the fastest growing Brexit groups .@Leavers_Britain<U+2026>",FALSE,0,NA,2019-01-17 18:25:37,FALSE,NA,"1085966386340466693",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andyrv1960",307,TRUE,FALSE,NA,NA
"187","@tumblr @Twitter @facebook @LinkedIn @AP @FoxNews  ANY PERSON OF HONESTY. FAITH, TRUST. INTEGRITY. WITH USA PRIDE W<U+2026> https://t.co/goFfoOZufp",FALSE,0,"tumblr",2019-01-17 18:25:33,TRUE,NA,"1085966369684766720","52484614","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PopsRT",0,FALSE,FALSE,NA,NA
"188","RT @VestsCanada: These people are out of their minds. #cdnpoli #YellowVestCanada @CBCNews @CTVNews @globalnews  meanwhile @facebook provide<U+2026>",FALSE,0,NA,2019-01-17 18:25:07,FALSE,NA,"1085966261148893184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JasonH00per",10,TRUE,FALSE,NA,NA
"189","@facebook and just so we're clear Muslims do not assimilate that's why they keep trying to attack US citizens but t<U+2026> https://t.co/qVlYQe8jMr",FALSE,0,"facebook",2019-01-17 18:25:07,TRUE,NA,"1085966259060125698","2425151","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BKKBFAN",0,FALSE,FALSE,NA,NA
